Sps,lan,lat,Source,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,RASTERVALU
Zmar,-22.312,65.042,GBIF,933219,958.456201446,-22.2916666667,65.0416666667,1
Zmar,-22.192,65.45,GBIF,927814,1198.76466698,-22.2083333333,65.4583333333,1
Zmar,-16.081,66.521,GBIF,913912,2892.97293883,-16.0416666667,66.5416666667,1
Zmar,-22.276,64.513,GBIF,939818,3283.22408901,-22.2916666667,64.5416666667,1
Zmar,-21.583,65.938,GBIF,921445,2945.68837324,-21.5416666667,65.9583333333,1
Zmar,-22.441,63.945,GBIF,948118,1712.0442463,-22.4583333333,63.9583333333,1
Zmar,-22.913,65.375,GBIF,928916,1767.50010154,-22.875,65.375,1
Zmar,-23.17,66.059,GBIF,920384,2598.69332189,-23.2083333333,66.0416666667,1
Zmar,-51.55,64.15,Krause-Jensen et al 2020,945473,2816.36924245,-51.5416666667,64.125,1
Zmar,38.0,64.0,Krause-Jensen et al 2020,947300,5072.05366858,38.0416666667,64.0416666667,1
Zmar,32.0,69.75,Krause-Jensen et al 2020,858520,4918.75339274,32.0416666667,69.7916666667,1
Zmar,35.0,65.75,Krause-Jensen et al 2020,923883,5022.84357057,35.0416666667,65.7916666667,1
Zmar,33.6,66.35,Krause-Jensen et al 2020,916492,3004.00556015,33.625,66.375,1
Zmar,-177.63,64.75,Krause-Jensen et al 2020,936907,4651.46125208,-177.625,64.7083333333,1
Zmar,-51.22,64.47,Olesen et al 2015,940725,1416.6317882,-51.2083333333,64.4583333333,1
Zmar,-50.63,64.39,Wilson and Lotze 2020,941885,1689.56946724,-50.625,64.375,1
Zmar,-50.49,64.16,Wilson and Lotze 2020,945486,4195.29221255,-50.4583333333,64.125,1
Zmar,-79.05,53.73,Wilson and Lotze 2020,1166206,2473.45045597,-79.0416666667,53.7083333333,1
Zmar,-78.75,52.8,Wilson and Lotze 2020,1185441,2959.60223981,-78.7083333333,52.7916666667,1
Zmar,-78.66,52.53,Wilson and Lotze 2020,1190614,2706.60132554,-78.625,52.5416666667,1
Zmar,-55.59,51.37,Wilson and Lotze 2020,1214870,2499.87129519,-55.625,51.375,1
Zmar,-58.61,51.21,Wilson and Lotze 2020,1218412,1064.4969872,-58.625,51.2083333333,1
Zmar,-56.88,51.11,Wilson and Lotze 2020,1220213,1705.08759175,-56.875,51.125,1
Zmar,139.799889,35.322,OBIS,1635068,3447.44709808,139.791666667,35.2916666667,1
Zmar,132.919,34.2966,OBIS,1665222,3662.34560032,132.958333333,34.2916666667,1
Zmar,130.5899,31.1663,OBIS,1761300,5671.89475076,130.625,31.125,1
Zmar,141.9039,39.3275,OBIS,1515665,4694.61869712,141.875,39.2916666667,1
Zmar,139.606337,35.20022,OBIS,1637542,1923.1266626,139.625,35.2083333333,1
Zmar,126.4700012,35.63000107,OBIS,1624977,1193.74176506,126.458333333,35.625,1
Zmar,124.6999969,37.90000153,OBIS,1557391,2870.28766646,124.708333333,37.875,1
Zmar,126.5299988,36.24000168,OBIS,1607136,3667.26121128,126.541666667,36.2083333333,1
Zmar,126.4199982,35.79999924,OBIS,1619903,3586.53741788,126.458333333,35.7916666667,1
Zmar,126.5999985,37.20000076,OBIS,1577158,2404.41063324,126.625,37.2083333333,1
Zmar,127.445827,39.147635,GBIF,1520388,2735.66090717,127.458333333,39.125,1
Zmar,127.942995,34.7723,GBIF,1649869,2566.49579849,127.958333333,34.7916666667,1
Zmar,134.55882,34.7845,GBIF,1649920,1759.76028174,134.541666667,34.7916666667,1
Zmar,141.43428,38.53939,GBIF,1537755,2112.23611052,141.458333333,38.5416666667,1
Zmar,140.84236,41.2055,GBIF,1461957,2755.59117257,140.875,41.2083333333,1
Zmar,121.61,38.91,GBIF,1527730,4097.6109301,121.625,38.875,1
Zmar,126.65,34.17,GBIF,1667732,4836.47514034,126.625,34.2083333333,1
Zmar,140.860833,36.918889,GBIF,1584698,4555.69142296,140.875,36.9583333333,1
Zmar,135.916667,33.566667,GBIF,1688461,4760.32085309,135.958333333,33.5416666667,1
Zmar,136.8606,34.2767,GBIF,1665247,2124.69078481,136.875,34.2916666667,1
Zmar,139.57962,38.58798,GBIF,1535301,5274.18732981,139.541666667,38.625,1
Zmar,134.595312,34.203852,GBIF,1667806,2780.86827851,134.625,34.2083333333,1
Zmar,134.587231,34.02926,GBIF,1672962,3749.51265514,134.625,34.0416666667,1
Zmar,130.807984,42.653872,GBIF,1422673,3475.27920258,130.791666667,42.625,1
Zmar,134.127294,43.013606,GBIF,1411451,3122.95335112,134.125,43.0416666667,1
Zmar,131.253315,42.797044,GBIF,1418141,3193.99911114,131.291666667,42.7916666667,1
Zmar,131.771388,43.179664,GBIF,1407045,3586.31004194,131.791666667,43.2083333333,1
Zmar,132.732988,42.892743,GBIF,1415905,2818.14453366,132.708333333,42.875,1
Zmar,134.933,34.533298,GBIF,1657534,2504.02114322,134.958333333,34.5416666667,1
Zmar,134.95,34.283298,GBIF,1665240,1204.35621611,134.958333333,34.2916666667,1
Zmar,133.483889,34.450167,GBIF,1660082,2516.98704817,133.458333333,34.4583333333,1
Zmar,140.63136,36.51917,GBIF,1597164,2560.5815128,140.625,36.5416666667,1
Zmar,140.983333,37.833333,GBIF,1557536,5121.43425344,140.958333333,37.875,1
Zmar,134.19934,34.49278,GBIF,1660091,3909.49900237,134.208333333,34.4583333333,1
Zmar,133.35471,35.43108,GBIF,1630085,3540.68558337,133.375,35.4583333333,1
Zmar,137.11816,34.61901,GBIF,1654994,913.792531914,137.125,34.625,1
Zmar,140.96236,37.707,GBIF,1562463,384.676627386,140.958333333,37.7083333333,1
Zmar,-175.033333,52.033333,GBIF,1200327,1089.42959039,-175.041666667,52.0416666667,1
