Sps,lon,lat,Field4,Field5,Field6,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,RASTERVALU
Mtru,-66.7831,45.043335, , , ,928286,0.00873308494052,-66.791671195,45.041661265,1
Mtru,2.35804,52.21398, , , ,767420,0.0178701797378,2.374992705,52.208327645,1
Mtru,-5.70693,55.6971, , , ,689366,0.0113157336801,-5.708340305,55.708327505,1
Mtru,3.852222,52.82, , , ,755380,0.0363538683668,3.874992645,52.791660955,1
Mtru,-65.80601556,44.97985204, , , ,930337,0.025865938138,-65.791671235,44.958327935,1
Mtru,-3.5,58.25, , , ,627916,0.0589247644271,-3.458340395,58.208327405,1
Mtru,32.41666667,66.87166667, , , ,479211,0.0417908124609,32.458324835,66.874993725,1
Mtru,-4.21861124,52.61999893, , , ,758798,0.0114212321905,-4.208340365,52.624994295,1
Mtru,-76.71666667,63.45, , , ,524477,0.0117778534759,-76.708337465,63.458327195,1
Mtru,13.3,55.0, , , ,705714,0.042487657477,13.291658935,55.041660865,1
Mtru,-131.3899994,54.06999969, , , ,728100,0.0320626011383,-131.375001945,54.041660905,1
Mtru,-83.23333,62.06667, , , ,546712,0.0353569037184,-83.208337205,62.041660585,1
Mtru,12.08,54.2, , , ,725149,0.0392349559712,12.041658985,54.208327565,1
Mtru,-79.64890289,32.50780106, , , ,1287237,0.0414451875296,-79.625004015,32.541661765,1
