Sp,lon,lat,Source,Field5,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,RASTERVALU
Slat,-50.8013845,64.49805407,Shoenrock et al,Slot,940729,4452.84948616,-50.7916666667,64.4583333333,1
Slat,-51.2525525,64.20524234,Shoenrock et al,Slot,944261,1930.7653915,-51.2916666667,64.2083333333,1
Slat,-50.49386454,64.15076156,Shoenrock et al,Slot,945486,3352.72020821,-50.4583333333,64.125,1
Slat,-65.762549,44.623367,GBIF,Slot,1369295,2317.9086798,-65.7916666667,44.625,1
Slat,-55.400601,46.905613,GBIF,Slot,1315241,3922.82766927,-55.375,46.875,1
Slat,-67.386443,49.319752,GBIF,Slot,1260834,3232.4814351,-67.375,49.2916666667,1
Slat,-64.733333,62.833333,GBIF,Slot,964291,4815.5169527,-64.7083333333,62.875,1
Slat,-64.5,62.45,GBIF,Slot,970867,2342.66828931,-64.4583333333,62.4583333333,1
Slat,-81.666667,69.383333,GBIF,Slot,867545,1883.6762801,-81.7083333333,69.375,1
Slat,-67.916667,62.133333,GBIF,Slot,976172,2364.04780184,-67.9583333333,62.125,1
Slat,-66.0825,44.5,GBIF,Slot,1371397,5654.75873916,-66.0416666667,44.5416666667,1
Slat,-66.00531,43.6784,GBIF,Slot,1392949,4433.01374417,-66.0416666667,43.7083333333,1
Slat,-55.82767,47.41588,GBIF,Slot,1303731,5295.69280793,-55.7916666667,47.375,1
Slat,11.14333,79.12,Hop et al 2016, ,517564,678.895172854,11.125,79.125,1
Slat,-70.1796,60.0373,Filbee-Dexter et al,Slon,1014295,1673.67761022,-70.2083333333,60.0416666667,1
Slat,-55.6333,53.2167,Filbee-Dexter et al, ,1176862,1083.72944665,-55.625,53.2083333333,1
Slat,-55.6333,52.2167,Filbee-Dexter et al, ,1197510,1090.21242367,-55.625,52.2083333333,1
Slat,-69.6745,60.0568,Filbee-Dexter et al,Slon,1014301,2529.10087941,-69.7083333333,60.0416666667,1
Slat,-51.6,70.6667,Filbee-Dexter et al, ,832244,4735.89898051,-51.625,70.7083333333,1
Slat,-53.6333,69.4833,Filbee-Dexter et al, ,865937,2804.05762809,-53.625,69.4583333333,1
Slat,6.5472,62.8203,Filbee-Dexter et al, ,966368,3203.88701721,6.54166666667,62.7916666667,1
Slat,11.5494,65.6764,Filbee-Dexter et al, ,924882,3578.34837736,11.5416666667,65.7083333333,1
Slat,12.131,65.6901,Filbee-Dexter et al, ,924889,2051.67122291,12.125,65.7083333333,1
Slat,16.7792,69.0956,Filbee-Dexter et al, ,873533,3316.92586347,16.7916666667,69.125,1
Slat,16.8978,69.311,Filbee-Dexter et al, ,870098,2336.84448407,16.875,69.2916666667,1
Slat,29.4393,70.6991,Filbee-Dexter et al, ,832883,1246.76092379,29.4583333333,70.7083333333,1
Slat,30.13,69.8525,Filbee-Dexter et al, ,856339,2517.45273087,30.125,69.875,1
Slat,33.0226,69.021,Filbee-Dexter et al, ,875224,2427.95662127,33.0416666667,69.0416666667,1
Slat,33.6559,66.421,Filbee-Dexter et al, ,915372,4385.56779972,33.625,66.4583333333,1
Slat,33.8333,66.2167,Filbee-Dexter et al, ,918711,2093.94003743,33.7916666667,66.2083333333,1
Slat,-147.7644,60.3327,Filbee-Dexter et al, ,1008793,4813.84348077,-147.791666667,60.2916666667,1
Slat,-70.08,47.66,Museum,Katie,1297918,4841.4382559,-70.0416666667,47.625,1
Slat,-114.77,68.78,Museum,Katie,879102,1568.35943103,-114.791666667,68.7916666667,1
Slat,-119.07,76.08,Museum,Katie,636580,4346.44265756,-119.041666667,76.0416666667,1
Slat,-77.91,62.43,Museum,Katie,970748,3638.37798109,-77.875,62.4583333333,1
Slat,-69.83,62.82,Museum,Katie,965563,3714.3375797,-69.7916666667,62.7916666667,1
Slat,-72.0,61.65,Museum,Katie,984311,3555.57527359,-71.9583333333,61.625,1
Slat,-125.68,49.01,Museum,Katie,1266416,4086.04789445,-125.708333333,49.0416666667,1
Slat,-106.39,74.98,Museum,Katie,675921,2457.09628415,-106.375,74.9583333333,1
Slat,-125.14,71.97,Museum,Katie,791579,1401.31256757,-125.125,71.9583333333,1
Slat,-104.36,68.93,Museum,Katie,875948,3217.29877516,-104.375,68.9583333333,1
Slat,-124.76,70.18,Museum,Katie,846372,3380.39081457,-124.791666667,70.2083333333,1
Slat,-95.88,68.62,Museum,Katie,882375,593.67947955,-95.875,68.625,1
Slat,-92.02,62.82,Museum,Katie,965315,3345.80000331,-92.0416666667,62.7916666667,1
Slat,-82.2,64.7,Museum,Katie,937067,1010.52010596,-82.2083333333,64.7083333333,1
Slat,-94.46,71.98,Museum,Katie,791704,2418.38029205,-94.4583333333,71.9583333333,1
Slat,-94.03,61.12,Museum,Katie,992885,840.14223385,-94.0416666667,61.125,1
Slat,-98.37,69.64,Museum,Katie,861644,1684.60176443,-98.375,69.625,1
Slat,-100.38,68.7,Museum,Katie,880774,951.395400909,-100.375,68.7083333333,1
Slat,-96.15,69.22,Museum,Katie,870919,1635.50231885,-96.125,69.2083333333,1
Slat,-91.55,70.15,Museum,Katie,848807,2806.95195857,-91.5416666667,70.125,1
Slat,-125.81,69.43,Museum,Katie,865392,3241.40312444,-125.791666667,69.4583333333,1
Slat,-93.8,72.73,Museum,Katie,765803,2433.62743724,-93.7916666667,72.7083333333,1
Slat,-93.93,74.65,Museum,Katie,689451,2913.54436493,-93.9583333333,74.625,1
Slat,-99.4,75.0,Museum,Katie,676005,4706.70158159,-99.375,74.9583333333,1
Slat,-96.92,76.9,Museum,Katie,605334,2955.04350222,-96.9583333333,76.875,1
Slat,-93.92,74.13,Museum,Katie,710560,1296.91404176,-93.9583333333,74.125,1
Slat,-92.75,69.71,Museum,Katie,859672,1623.93635498,-92.7083333333,69.7083333333,1
Slat,-93.0,74.1,Museum,Katie,710568,3067.19516326,-92.9583333333,74.125,1
Slat,-66.07389,44.83916,Saunders, ,1363066,4727.63014085,-66.0416666667,44.875,1
Slat,-147.43,70.223,Saunders, ,846100,1955.49390348,-147.458333333,70.2083333333,1
Slat,137.949,37.5294,GBIF, ,1567389,1591.86218023,137.958333333,37.5416666667,1
